city,latitude,longitude,country,population
Binh Hoa,10.9364,106.8586,Vietnam,23398
Tacheta Zougagha,36.35,1.65,Algeria,23397
Luninyets,52.2486,26.8036,Belarus,23396
Athens,39.327,-82.0987,United States,23396
Burhar,23.2149,81.532,India,23395
Salzwedel,52.85,11.15,Germany,23394
Galikesh,37.2719,55.4325,Iran,23394
Padre Burgos,13.9226,121.8116,Philippines,23392
Pindoretama,-4.0278,-38.3058,Brazil,23391
Svilajnac,44.2333,21.1947,Serbia,23391
Kafr Shukr,30.547,31.2673,Egypt,23390
Iisalmi,63.5567,27.1883,Finland,23389
Makouda,36.7919,4.0625,Algeria,23388
Meda,45.6667,9.1667,Italy,23388
Triolet,-20.0547,57.5453,Mauritius,23386
Corinth,33.1434,-97.0682,United States,23385
Rio Hondo,15.0464,-89.5847,Guatemala,23384
Ponda,15.4034,74.0152,India,23381
Kalawit,7.908,122.5236,Philippines,23381
Weilheim,47.8333,11.1333,Germany,23378
Kitzingen,49.7333,10.1667,Germany,23377
Albenga,44.0491,8.213,Italy,23376
Almeirim,39.209,-8.6164,Portugal,23376
Les Irois,18.4,-74.45,Haiti,23374
Giulianova,42.7525,13.9567,Italy,23369
Bultfontein,-28.2869,26.1506,South Africa,23365
Oak Ridge,28.4727,-81.4169,United States,23364
Chaungtha,16.9603,94.447,Burma,23356
Beni Khalled,36.6492,10.5914,Tunisia,23356
Stoneham,42.4741,-71.0972,United States,23355
Dighwa,26.2437,84.7532,India,23353
Sakleshpur,12.9412,75.7847,India,23352
Nyon,46.382,6.2389,Switzerland,23351
Montecchio Maggiore,45.5037,11.412,Italy,23351
Combs-la-Ville,48.6619,2.5631,France,23350
Takehara,34.3418,132.9071,Japan,23350
Laksevag,60.373,5.24,Norway,23350
Sandwa,27.75,74.1667,India,23348
Columbus,33.5088,-88.4096,United States,23348
Kannamangalam Tekku,9.2167,76.4833,India,23344
Sahil,40.2228,49.5733,Azerbaijan,23342
Avellaneda,-29.1175,-59.6583,Argentina,23341
Tazhava,9.0833,76.5333,India,23341
Madappalli,9.0833,76.5333,India,23341
Coreau,-3.5328,-40.6569,Brazil,23340
Searcy,35.2418,-91.7351,United States,23340
North Lynnwood,47.8533,-122.2762,United States,23339
Sokolo,14.7328,-6.1219,Mali,23338
Warburg,51.4881,9.14,Germany,23336
Wilmington,42.5609,-71.1654,United States,23336
Saint-Ghislain,50.4483,3.8201,Belgium,23335
Mandawa,28.0554,75.1483,India,23335
Kovancilar,38.7167,39.8667,Turkey,23333
Westerly,41.3635,-71.7899,United States,23333
Coronel Vivida,-25.98,-52.5678,Brazil,23331
Antanimasaka,-16.2333,46.5167,Madagascar,23331
Keflavik,64.0011,-22.5533,Iceland,23329
Ciudad Dario,12.7319,-86.1244,Nicaragua,23327
Zemst,50.9828,4.4611,Belgium,23325
Berehove,48.2025,22.6375,Ukraine,23325
Godalming,51.1855,-0.6155,United Kingdom,23324
Parabcan,13.71,123.745,Philippines,23323
Collipulli,-37.95,-72.4333,Chile,23321
Nagold,48.5519,8.7256,Germany,23321
Ambohimiadana,-19.2458,47.7722,Madagascar,23320
Wertheim,49.75,9.5167,Germany,23319
Minja,12.7083,74.95,India,23318
Dalmine,45.65,9.6,Italy,23316
Sai Mai,13.8882,100.462,Thailand,23316
Golitsyno,55.6147,36.9872,Russia,23315
Capinzal,-27.3439,-51.6119,Brazil,23314
Jieshang,26.2663,104.6671,China,23311
Ron,15.67,75.73,India,23311
Ikeda,35.4423,136.573,Japan,23310
Calbiga,11.6333,125.0167,Philippines,23309
Bazhajiemicun,38.8967,77.6529,China,23308
Carmen,8.9999,125.2648,Philippines,23304
Wareham,41.7662,-70.6999,United States,23302
Moskva,37.6567,69.6567,Tajikistan,23300
West Rancho Dominguez,33.9057,-118.2683,United States,23300
Tecumseh,42.2431,-82.9256,Canada,23300
Tobati,-25.26,-57.0814,Paraguay,23295
Champlin,45.1702,-93.3903,United States,23294
Libano,4.9206,-75.0611,Colombia,23290
Bordj Ghdir,35.9011,4.8981,Algeria,23289
Aldeias Altas,-4.6278,-43.4708,Brazil,23286
Poxoreo,-15.8369,-54.3889,Brazil,23283
Carambei,-24.9178,-50.0969,Brazil,23283
Martos,37.7211,-3.9726,Spain,23283
Buadiposo-Buntong,7.9679,124.3721,Philippines,23283
Whitefield,53.5521,-2.2992,United Kingdom,23283
Senftenberg,51.5167,14.0167,Germany,23282
Dover,40.0019,-76.8698,United States,23280
San Jose,1.4739,-77.0808,Colombia,23279
Tiburon,18.3243,-74.3964,Haiti,23279
Quedlinburg,51.7917,11.1472,Germany,23277
Rathfarnham,53.2988,-6.2854,Ireland,23276
Bingley,53.846,-1.836,United Kingdom,23274
Teodoro Sampaio,-22.5325,-52.1675,Brazil,23273
Mulampilli,10.1083,76.4167,India,23272
Shyorongi,-1.8539,29.9689,Rwanda,23266
Vreden,52.0331,6.8331,Germany,23265
Montgomery,41.5399,-74.2073,United States,23265
Lanester,47.7633,-3.3389,France,23263
Tekari,24.9425,84.8427,India,23259
La Huerta,19.5,-104.8833,Mexico,23258
La Higuerita,19.6421,-104.892,Mexico,23258
Maple Heights,41.4094,-81.5625,United States,23258
Ciudad Barrios,13.7659,-88.2713,El Salvador,23256
Cerca Carvajal,19.2667,-71.95,Haiti,23254
Karben,50.2322,8.7681,Germany,23253
Alliston,44.15,-79.8667,Canada,23253
Tsaratanana,-21.1833,47.6333,Madagascar,23252
Neusass,48.4,10.8333,Germany,23251
Barbosa,5.9331,-73.6147,Colombia,23249
Kant,42.8833,74.85,Kyrgyzstan,23249
Tutak,39.5422,42.7717,Turkey,23249
Bilthoven,52.1283,5.1986,Netherlands,23248
Piritu,10.0395,-65.0304,Venezuela,23248
Rastede,53.25,8.2,Germany,23247
Puerto Viejo,10.5737,-83.9548,Costa Rica,23246
Bad Kissingen,50.2,10.0667,Germany,23245
Santo Antonio de Posse,-22.6058,-46.9189,Brazil,23244
Ozuluama de Mascarenas,21.6667,-97.85,Mexico,23244
Ponedera,10.6419,-74.7531,Colombia,23243
Uberlingen,47.7667,9.165,Germany,23240
Motul,21.095,-89.2831,Mexico,23240
Burgos,16.0465,119.8568,Philippines,23240
Yanbu,22.7333,120.5667,Taiwan,23237
Hazel Dell,45.6797,-122.6553,United States,23237
Grande Saline,19.245,-72.7739,Haiti,23236
Mine,34.1667,131.2057,Japan,23236
Phetchaburi,13.1119,99.9458,Thailand,23235
Xunjiansi,23.9625,103.1836,China,23234
Friesoythe,53.0206,7.8586,Germany,23234
Vaikam,9.7667,76.4,India,23234
Coralville,41.699,-91.5967,United States,23234
Mantua,22.2908,-84.2875,Cuba,23233
Watauga,32.8719,-97.2515,United States,23233
Sovetskaya Gavan',48.9667,140.2833,Russia,23232
Roissy-en-Brie,48.7911,2.6514,France,23229
Kun Puhal,33.0058,76.5334,India,23229
Candelaria de La Frontera,14.1149,-89.6503,El Salvador,23229
Loanda,-22.9228,-53.1369,Brazil,23225
Nuku`alofa,-21.1343,-175.2018,Tonga,23221
Jericho,31.8561,35.4631,West Bank,23220
Samrala,30.836,76.1932,India,23218
Campo Quijano,-24.91,-65.643,Argentina,23216
Mizdah,31.4494,12.9853,Libya,23216
Scarborough,43.5911,-70.3682,United States,23215
Kedia,23.7945,85.5872,India,23213
Cessnock,-32.8333,151.3561,Australia,23211
Puenteareas,42.1753,-8.5049,Spain,23211
Nakashunbetsu,43.5552,144.9714,Japan,23211
Roxbury,40.8822,-74.6523,United States,23211
Fergus,43.707,-80.3777,Canada,23209
Colon,-33.8833,-61.1,Argentina,23206
Jimbarancarik,-8.7694,115.1739,Indonesia,23205
Otradnaya,44.3933,41.5206,Russia,23204
Picasent,39.3617,-0.4618,Spain,23202
Porto de Mos,39.6017,-8.8175,Portugal,23202
Patakakani,16.3422,80.4911,India,23201
Maywood,41.8798,-87.8442,United States,23201
Tassin-la-Demi-Lune,45.7633,4.78,France,23200
Amarapura,21.853,96.0954,Burma,23200
Manambur,8.7206,76.7635,India,23198
Touboro,7.7708,15.3567,Cameroon,23196
Oakdale,37.7618,-120.8468,United States,23194
Tranquebar,11.0325,79.8531,India,23191
Kazhukambalam,10.0333,76.4,India,23186
Capoterra,39.1752,8.9709,Italy,23186
Itabaiana,-7.3289,-35.3328,Brazil,23182
Kilkis,40.9954,22.8765,Greece,23182
Mustafakemalpasa,40.0353,28.4117,Turkey,23179
`Ali Shahr,28.9314,51.0658,Iran,23178
Acatic,20.7667,-102.9167,Mexico,23175
Kato Polemidia,34.6931,32.9992,Cyprus,23174
Bad Soden am Taunus,50.1424,8.4997,Germany,23174
Kouoro,12.0147,-5.7081,Mali,23169
Jamsa,61.8639,25.1903,Finland,23167
Peters,40.2739,-80.0803,United States,23167
Sluis,51.3089,3.3883,Netherlands,23166
Tukrah,32.5354,20.5603,Libya,23164
Mulundo,7.9175,124.362,Philippines,23159
Severo-Zadonsk,54.0343,38.3961,Russia,23159
Minamata,32.2119,130.4087,Japan,23155
T'q'ibuli,42.3503,42.9983,Georgia,23153
Sonepur,20.8333,83.9167,India,23152
Colon,-32.2241,-58.1419,Argentina,23150
Ribas do Rio Pardo,-20.4428,-53.7589,Brazil,23150
Saint-Jean-de-Braye,47.9119,1.9711,France,23147
Abreus,22.2806,-80.5678,Cuba,23144
Ban Bang Rin,9.9532,98.6344,Thailand,23144
Senden,48.3236,10.0442,Germany,23143
Ravulapalem,16.753,81.832,India,23142
Bialogard,54.007,15.9875,Poland,23142
San Feliu de Guixols,41.7806,3.0306,Spain,23141
Bananeiras,-6.75,-35.6328,Brazil,23134
Bad Salzungen,50.8117,10.2333,Germany,23133
Douar Imoukkane,35.0601,-4.839,Morocco,23132
Ixhuatlan del Cafe,19.02,-96.93,Mexico,23132
Puerto Concordia,2.6233,-72.7592,Colombia,23131
Soledad Atzompa,18.7,-97.18,Mexico,23130
Elgin,57.6486,-3.3153,United Kingdom,23128
Rock Springs,41.5947,-109.2209,United States,23127
Neihuzhai,22.9745,115.8343,China,23126
Lalganj,25.9319,81.7047,India,23124
Manage,50.5,4.2333,Belgium,23122
Sao Mamede de Infesta,41.1934,-8.6143,Portugal,23122
Mahthi,25.7281,86.0093,India,23121
Tamiahua,21.2788,-97.4462,Mexico,23120
Ottaviano,40.85,14.4775,Italy,23115
Yasica Arriba,19.6333,-70.6,Dominican Republic,23114
Iruttarakonam,8.5863,76.8976,India,23113
Rafael Delgado,18.7942,-97.0917,Mexico,23112
Los Arabos,22.74,-80.7161,Cuba,23111
Singhara Buzurg,25.7964,85.4539,India,23109
El Ghiate,32.0331,-9.1625,Morocco,23109
Sansanding,13.7253,-6.0042,Mali,23109
Fanzeres,41.1667,-8.5333,Portugal,23108
Mountlake Terrace,47.7921,-122.3077,United States,23104
Sonari,27.0246,95.0163,India,23102
Engandiyur,10.5,76.05,India,23101
Carlos Casares,-35.6167,-61.3667,Argentina,23100
Qiryat Mal'akhi,31.7333,34.75,Israel,23100
La Mornaghia,36.7573,10.0119,Tunisia,23100
Deuil-la-Barre,48.975,2.3286,France,23099
Hombori,15.2789,-1.6978,Mali,23099
Oxkutzkab,20.3028,-89.4183,Mexico,23096
Maisons-Laffitte,48.9461,2.145,France,23093
Lazi,9.128,123.634,Philippines,23092
Sederot,31.525,34.5969,Israel,23090
Lysander,43.1799,-76.3745,United States,23086
Mujiayu,40.4098,116.9325,China,23084
Tubungan,10.7833,122.3,Philippines,23083
Khirkiyan,22.1673,76.8614,India,23082
Siwah,29.2012,25.5196,Egypt,23080
Rucphen,51.5325,4.5583,Netherlands,23080
Vilachcheri,9.8937,78.0603,India,23077
Qiryat Shemona,33.2075,35.5697,Israel,23076
Cesky Tesin,49.7461,18.6262,Czechia,23075
Neftekumsk,44.7506,44.9797,Russia,23075
Segezha,63.7415,34.3222,Russia,23074
Vigonza,45.45,11.9833,Italy,23072
Bormujos,37.3708,-6.0708,Spain,23071
Lengerich,52.1897,7.8525,Germany,23067
Pallikondai,12.9167,78.9333,India,23067
Alhandra,-7.3504,-34.9284,Brazil,23065
Mariani,26.67,94.33,India,23065
Edewecht,53.1258,7.9825,Germany,23061
Orbassano,45.0073,7.5369,Italy,23061
Asafabad,19.365,79.274,India,23059
Haar,48.1114,11.7311,Germany,23056
Dom Pedro,-5.0328,-44.4358,Brazil,23053
Warragul,-38.17,145.95,Australia,23051
Velugodu,15.7192,78.5726,India,23048
Koussane,14.8842,-11.2347,Mali,23048
Union Hill-Novelty Hill,47.6788,-122.0284,United States,23047
Youwarou,15.3683,-4.2628,Mali,23046
Laupheim,48.2289,9.8797,Germany,23044
Watertown,44.9094,-97.1532,United States,23044
Trotwood,39.7926,-84.3165,United States,23041
Hudson,41.2399,-81.4408,United States,23039
Payson,40.0355,-111.739,United States,23039
Isfana,39.8389,69.5276,Kyrgyzstan,23038
Koiri Bigha,25.2167,85.0667,India,23037
Flores,-7.8658,-37.975,Brazil,23034
Copertino,40.2667,18.05,Italy,23033
Mangidy,-21.25,46.8,Madagascar,23033
Monte Alegre,-6.0678,-35.3319,Brazil,23031
Bataguacu,-21.7139,-52.4219,Brazil,23031
Anjarkandi,11.8822,75.5097,India,23030
Oliveira do Bairro,40.5167,-8.5,Portugal,23028
Dalnerechensk,45.9333,133.7333,Russia,23028
Nova Milanese,45.5833,9.2,Italy,23027
Huaytara,-13.6044,-75.3531,Peru,23025
Frontera,18.5301,-92.6522,Mexico,23024
Four Square Mile,39.6808,-104.888,United States,23024
Shiling,27.3576,105.1535,China,23023
Tembagapura,-4.1428,137.091,Indonesia,23022
Curumani,9.1997,-73.5425,Colombia,23018
Kulattuppalaiyam,10.7613,77.5843,India,23018
Ladner,49.0833,-123.0833,Canada,23016
Quipungo,-14.8167,14.55,Angola,23014
Mednogorsk,51.4221,57.5953,Russia,23013
Velizy-Villacoublay,48.7833,2.1883,France,23011
Khaira Tola,26.8958,84.1403,India,23011
Forecariah,9.7167,-13.1667,Guinea,23010
Ban Bang Krang,13.8442,100.4612,Thailand,23010
Novy Jicin,49.5944,18.0103,Czechia,23005
Perry,32.472,-83.7283,United States,23001
Harborne,52.46,-1.95,United Kingdom,23001
Sanza Pombo,-7.3333,16,Angola,23000
Longonjo,-12.9114,15.2509,Angola,23000
Zhaoling,27.5976,113.1156,China,23000
Gyegu,33.0059,97.0101,China,23000
Xingang,28.9324,112.3103,China,23000
Majdel Aanjar,33.7075,35.904,Lebanon,23000
Marovato,-15.9,48.05,Madagascar,23000
Miantsoarivo,-19.2,47.4,Madagascar,23000
Mahela,-20.9667,48.45,Madagascar,23000
Farahalana,-14.45,50.155,Madagascar,23000
Ankilizato,-20.4,45.05,Madagascar,23000
Ankaramy,-13.9833,48.2,Madagascar,23000
Analamisampy,-22.4667,43.65,Madagascar,23000
Andalatanosy,-24.6667,45.6,Madagascar,23000
Ambohitoaka,-16.0167,47.65,Madagascar,23000
Ambohitrarivo,-17.4667,48.35,Madagascar,23000
Ka-Bungeni,-23.206,30.224,South Africa,23000
Carletonville,-26.3581,27.3981,South Africa,23000
Rawtenstall,53.699,-2.291,United Kingdom,23000
Hailsham,50.8647,0.2577,United Kingdom,23000
Dindori,22.9414,81.0797,India,22997
Candiac,45.38,-73.52,Canada,22997
Valencia,-0.9525,-79.3531,Ecuador,22996
Despotovac,44.0833,21.4333,Serbia,22995
Wichian Buri,15.6565,101.1072,Thailand,22995
Panelas,-8.6639,-36.0058,Brazil,22991
Manlin,23.6596,101.8776,China,22986
Douar Azla,35.5564,-5.2453,Morocco,22985
Ivoti,-29.5908,-51.1608,Brazil,22983
Mobetsu,44.3563,143.3543,Japan,22983
Lisse,52.2597,4.5611,Netherlands,22982
Vandiperiyar,9.57,77.0906,India,22978
Masatepe,11.9156,-86.1438,Nicaragua,22978
Lagoa,37.1347,-8.4528,Portugal,22975
Yaguachi Nuevo,-2.12,-79.69,Ecuador,22972
Labuleng,35.1973,102.5187,China,22970
Essa,44.25,-79.7833,Canada,22970
Latauna,26.0912,86.8809,India,22968
Laguna de Duero,41.5831,-4.7167,Spain,22965
Almoradi,38.1097,-0.7894,Spain,22965
Manuel B. Gonnet,-34.8811,-58.0118,Argentina,22963
The Crossings,25.6708,-80.4018,United States,22963
March,52.551,0.088,United Kingdom,22963
Encantado,-29.2358,-51.87,Brazil,22962
Minbu,20.18,94.87,Burma,22962
Tugatog,14.6629,120.969,Philippines,22960
Hopewell,37.2915,-77.2985,United States,22959
Nikaho,39.2869,139.9616,Japan,22958
Duncan,34.5408,-97.9215,United States,22958
Paradise,47.5333,-52.8667,Canada,22957
Dabeiba,7.0014,-76.2611,Colombia,22954
Las Brenas,-27.0897,-61.0816,Argentina,22953
Scherpenheuvel,50.9797,4.9764,Belgium,22952
Kamabougou,12.4822,-6.7911,Mali,22949
Gigaquit,9.5947,125.6975,Philippines,22949
Manghit,42.1236,60.0583,Uzbekistan,22949
Geiro,-6.1428,36.8694,Tanzania,22948
Muttupet,10.395,79.4935,India,22945
Minbya,20.3667,93.2667,Burma,22944
Challans,46.8458,-1.8792,France,22943
Abu,24.5925,72.7083,India,22943
Garden City,40.7266,-73.6447,United States,22941
Nagykoros,47.0331,19.7839,Hungary,22940
Keene,42.9494,-72.2998,United States,22939
Kadappuram,10.55,76.1167,India,22938
Molodohvardiisk,48.3444,39.6583,Ukraine,22937
Nijlen,51.1611,4.6703,Belgium,22936
Znamianka,48.7136,32.6733,Ukraine,22936
Clifton,52.904,-1.177,United Kingdom,22936
Huaibaijie,35.7056,109.5855,China,22935
Swinton,53.5122,-2.3412,United Kingdom,22931
Stadthagen,52.3247,9.2069,Germany,22924
Fishkill,41.5129,-73.9271,United States,22924
Sonsoro,11.0875,2.7597,Benin,22920
Bathgate,55.9024,-3.6431,United Kingdom,22920
Itaocara,-21.6789,-42.0819,Brazil,22919
Biancavilla,37.6453,14.8636,Italy,22918
Hialeah Gardens,25.8878,-80.3569,United States,22915
Nyakrom,5.6103,-0.7877,Ghana,22911
Market Harborough,52.4775,-0.9206,United Kingdom,22911
Wulongpu,37.9356,110.3566,China,22910
Dialakoroba,12.2664,-7.9261,Mali,22907
Dokuchaievsk,47.7506,37.6716,Ukraine,22907
Bhiraha,25.7978,86.0736,India,22904
Vadakarai Kil Pidagai,9.0401,77.2741,India,22900
Ayos,3.905,12.5225,Cameroon,22899
Wellington,52.7001,-2.5157,United Kingdom,22897
Colorado,-22.8378,-51.9728,Brazil,22896
Apolda,51.0247,11.5139,Germany,22896
Salar,23.7748,88.1026,India,22894
Dorohoi,47.9597,26.3997,Romania,22893
Trinidad,-33.5174,-56.898,Uruguay,22893
Santa Fe,11.1856,124.9161,Philippines,22889
Vellalur,10.9775,77.026,India,22888
Losser,52.2617,7.0044,Netherlands,22888
Lermontov,44.1053,42.9717,Russia,22887
Pointe a Raquettes,18.85,-73.15,Haiti,22886
La Democracia,14.2333,-90.95,Guatemala,22884
Fate,32.943,-96.3858,United States,22884
Thebes,38.3208,23.3178,Greece,22883
Garoua Boulai,5.8833,14.55,Cameroon,22882
Kunnatnad,10.0333,76.5167,India,22881
Zeewolde,52.3333,5.5167,Netherlands,22879
Kalat,29.0258,66.59,Pakistan,22879
Puerto Aventuras,20.5128,-87.2352,Mexico,22878
Marcinelle,50.3992,4.4469,Belgium,22877
Rivera,2.7772,-75.2553,Colombia,22877
Mahadebnagar,24.6896,87.9384,India,22876
Montville,40.9135,-74.3594,United States,22876
Requena,-5.0569,-73.8515,Peru,22875
Mendeleyevsk,55.9,52.3167,Russia,22875
Prairie Village,38.9874,-94.6362,United States,22874
Northwich,53.259,-2.518,United Kingdom,22871
Pietrasanta,43.9452,10.2183,Italy,22870
Baile Atha Luain,53.4236,-7.9425,Ireland,22869
DeBary,28.8815,-81.324,United States,22869
Guadalupe,2.025,-75.7564,Colombia,22867
Bhadas,25.5184,86.4434,India,22866
Genzano di Roma,41.7022,12.6925,Italy,22865
Vale de Cambra,40.85,-8.4,Portugal,22864
Radcliff,37.8204,-85.9365,United States,22864
Lincoln,41.9171,-71.4505,United States,22864
Malacatancito,15.3167,-91.6167,Guatemala,22859
Nazca,-14.8289,-74.9436,Peru,22859
Waltham Abbey,51.6846,0.0004,United Kingdom,22859
Patacamaya,-17.2333,-67.9167,Bolivia,22858
Saint-Dizier,48.6378,4.9489,France,22858
Wallenhorst,52.35,8.0167,Germany,22855
Azove,6.95,1.7,Benin,22853
Sarandi,-27.9439,-52.9228,Brazil,22851
Ventimiglia,43.7903,7.6083,Italy,22851
Hadyach,50.3667,34,Ukraine,22851
Blangmangat,5.1159,97.1734,Indonesia,22850
Ufeyn,10.65,49.75,Somalia,22850
Harmanli,41.9333,25.9,Bulgaria,22848
Arcos de Valdevez,41.85,-8.4167,Portugal,22847
El Calafate,-50.3378,-72.26,Argentina,22844
Steenwijk,52.7833,6.1167,Netherlands,22843
Elin Pelin,42.6667,23.6,Bulgaria,22841
Waynesboro,38.0674,-78.9014,United States,22841
Guanajay,22.9306,-82.6881,Cuba,22839
Nayagaon,26.7486,76.3273,India,22839
Tadmait,36.7427,3.9019,Algeria,22838
Chitarpur,23.5794,85.6548,India,22837
Naolinco de Victoria,19.6558,-96.8736,Mexico,22835
Selvazzano Dentro,45.3898,11.7859,Italy,22832
Qatana,33.4333,36.0833,Syria,22831
North Platte,41.1263,-100.7641,United States,22831
Cajabamba,-7.6237,-78.046,Peru,22830
Xinsi,34.6503,104.6302,China,22829
Ahwa,20.75,73.6833,India,22829
Sobue,35.2493,136.7213,Japan,22829
Erdington,52.5236,-1.8378,United Kingdom,22828
Piastow,52.1844,20.8395,Poland,22826
Ad Dawr,34.4575,43.7989,Iraq,22822
Pawni,20.78,79.63,India,22821
Torre del Mar,36.75,-4.1,Spain,22819
Hunters Creek,28.361,-81.4358,United States,22819
Ataco,3.5897,-75.3822,Colombia,22818
Bressanone,46.7165,11.6579,Italy,22816
Balen,51.1708,5.1697,Belgium,22813
Tadotsu,34.2729,133.7586,Japan,22813
Albertville,34.2633,-86.2108,United States,22813
Valmiera,57.5381,25.4231,Latvia,22812
Siqueira Campos,-23.6889,-49.8339,Brazil,22811
Yanshanbu,26.3326,107.1071,China,22811
Torcy,48.8503,2.6508,France,22810
Zunheboto,25.9667,94.5167,India,22809
North Plainfield,40.6209,-74.4386,United States,22809
San Isidro,10.0167,-84.05,Costa Rica,22806
Saint-Louis,47.5853,7.565,France,22805
Beek en Donk,51.5161,5.6208,Netherlands,22805
Gomparou,11.3,2.4333,Benin,22803
Nahiyat al Kifl,32.2242,44.3767,Iraq,22800
Kapfenberg,47.4394,15.2894,Austria,22798
Aioun,16.663,-9.6032,Mauritania,22796
Pedra,-8.5006,-36.9456,Brazil,22795
Frascati,41.8167,12.6833,Italy,22794
Canakkale,40.15,26.4,Turkey,22789
Holiday,28.1864,-82.7429,United States,22785
Achhnera,27.18,77.77,India,22781
Piddig,18.1647,120.7172,Philippines,22781
Ait Bouziyane,33.8167,-5.2749,Morocco,22780
Magallanes,9.0225,125.5179,Philippines,22780
Gormi,26.6003,78.5119,India,22779
Belaya Glina,46.0833,40.85,Russia,22778
Cartago,9.8643,-83.9207,Costa Rica,22775
Naraura,28.2015,78.3872,India,22775
Tillaberi,14.2117,1.4531,Niger,22774
Watertown,43.1893,-88.7285,United States,22774
Hurricane,37.1487,-113.3517,United States,22771
San Jose Ojetenam,15.2167,-91.9667,Guatemala,22768
Litomerice,50.5336,14.1319,Czechia,22767
Amoucha,36.388,5.4108,Algeria,22767
Krychaw,53.7194,31.7139,Belarus,22764
Kodarma,24.4675,85.594,India,22764
Klatovy,49.3956,13.2951,Czechia,22763
Kaler,25.118,84.4955,India,22763
Had Beni Chiker,35.2735,-3.0151,Morocco,22763
Sam,11.0333,2.7333,Benin,22762
Baravat,29.0664,58.4047,Iran,22761
Saint-Lambert,45.5,-73.5167,Canada,22761
Kumano,34.3358,132.5847,Japan,22760
Linstead,18.1368,-77.0317,Jamaica,22757
Ogre,56.8169,24.6047,Latvia,22757
Nasrullahganj,22.6837,77.2707,India,22756
Kanchika,16.6855,80.3921,India,22756
Vega Baja,18.4406,-66.3997,Puerto Rico,22756
Baclayon,9.6227,123.9135,Philippines,22754
Morrinhos,-3.2289,-40.125,Brazil,22753
Vernag,33.5377,75.2503,India,22752
Roselle,41.9809,-88.0861,United States,22752
San Miguel de Papasquiaro,24.8308,-105.3364,Mexico,22750
Vera,-29.4667,-60.2167,Argentina,22747
Ivato,-20.625,47.2,Madagascar,22745
Quartier Militaire,-20.25,57.55,Mauritius,22745
Ojinaga,29.5481,-104.4153,Mexico,22744
Kafr Qasim,32.1142,34.9772,Israel,22743
Vayanur,12.0699,75.6825,India,22743
Burdeos,14.8436,121.9697,Philippines,22742
Morvant,10.65,-61.4667,Trinidad and Tobago,22742
Ashtown,53.3754,-6.3326,Ireland,22740
Hoensbroek,50.9167,5.9333,Netherlands,22740
Seva,5.9167,0.9833,Ghana,22739
Keta,5.9179,0.9879,Ghana,22739
Cartagena,-33.55,-71.6,Chile,22738
Burg,52.2725,11.855,Germany,22738
Aljaraque,37.2665,-7.0247,Spain,22737
Boura,12.4117,-4.5392,Mali,22735
Kulkent,40.15,70.7,Tajikistan,22731
Curchorem,15.25,74.1,India,22730
Chunakara Vadakku,9.1853,76.5995,India,22730
Ayagawa,34.2496,133.923,Japan,22730
Ravar,31.2656,56.8056,Iran,22729
Kerur,16.0138,75.5463,India,22726
Garmdarreh,35.7558,51.0683,Iran,22726
Tram Chim,10.6714,105.56,Vietnam,22725
Idak,32.9741,70.1988,Pakistan,22724
Santa Ana,9.3194,-74.5706,Colombia,22723
Terenos,-20.4419,-54.86,Brazil,22721
Palafrugell,41.9174,3.1631,Spain,22720
Dunajska Streda,47.9961,17.6147,Slovakia,22720
Christiansburg,37.1406,-80.4036,United States,22720
Somerset,40.5083,-74.501,United States,22720
Manosque,43.8333,5.7831,France,22718
Volendam,52.4994,5.0675,Netherlands,22715
Amalfi,6.9092,-75.0767,Colombia,22714
Muradpur,25.8,86.0055,India,22714
Kittanapalli,12.5133,78.1844,India,22714
Chevella,17.3067,78.1353,India,22713
Anini-y,10.4325,121.9253,Philippines,22713
Feira Grande,-9.9,-36.6778,Brazil,22712
Nakur,29.92,77.3,India,22712
Buenavista,8.2225,-75.4817,Colombia,22711
Buenavista,8.2233,-75.4817,Colombia,22711
Aarau,47.3923,8.0446,Switzerland,22710
New Brighton,45.0658,-93.206,United States,22710
Laguna Beach,33.5455,-117.7613,United States,22710
Bulle,46.618,7.0569,Switzerland,22709
Buchille,46.6167,7.05,Switzerland,22709
Atkarsk,51.8667,45,Russia,22709
Trebisov,48.6333,21.7167,Slovakia,22706
Summit,40.7154,-74.3647,United States,22705
Kluczbork,50.9833,18.2167,Poland,22703
Central Falls,41.8901,-71.3934,United States,22701
Sidi Ifni,29.3798,-10.173,Morocco,22696
Kenilworth,52.341,-1.566,United Kingdom,22694
Pleebo City,4.5833,-7.6667,Liberia,22693
Inhapim,-19.5489,-42.12,Brazil,22692
Dalan,25.603,87.5592,India,22689
Millbrae,37.5994,-122.4023,United States,22689
Shaomi,26.4727,104.8126,China,22688
Patharia,23.8992,79.1939,India,22684
Ocampo,21.6475,-101.4797,Mexico,22683
Beixingzhuang,35.7033,111.1029,China,22682
Shizunai-furukawacho,42.3413,142.3686,Japan,22681
Dirai,24.7883,91.3542,Bangladesh,22680
Andoany,-13.4045,48.2743,Madagascar,22680
Mallasamudram,11.4933,78.0312,India,22678
Las Torres de Cotillas,38.0264,-1.2436,Spain,22676
Tequixquiac,19.9,-99.1333,Mexico,22676
Nizip,37.0104,37.7985,Turkey,22675
Moirang,24.349,93.691,India,22674
Dip,26.2369,86.3107,India,22673
Oytal,42.9057,73.2697,Kazakhstan,22673
San Luis de Since,9.2447,-75.1458,Colombia,22672
